Message,Category,contains_phone_number,contains_URL_link,Keywords,Special_Characters,Amount,Length,SMS_Number,word_count,label_numeric
मुझे एक नई साइट मिली है जिसने मेरी समस्या हल कर दी। देखें: http://ns2.herbalonline.biz/en/10/?aff_id=00450 - अपने विचार बताएं!,spam,0,1,0,1,0,126,0,18,0
"हाँ, ऐसा करो! लेकिन बहुत पास मत रहो- संरक्षण कुछ लग जाएगा!",ham,0,0,0,1,0,58,0,12,1
आपने एक मुफ्त यात्रा जीती है! अधिक जानकारी के लिए हमसे संपर्क करें।,spam,0,0,1,1,0,67,0,13,0
आज का खाना बहुत स्वादिष्ट था।,ham,0,0,0,0,0,29,0,6,1
"केवल आज! हमारी वेबसाइट पर हर उत्पाद पर 40% की छूट। इसके साथ ही, आपको ₹1000 तक का कैशबैक भी मिलेगा। जल्दी करें और इस शानदार ऑफर का लाभ उठाएं! belavita.com/kjf9/",spam,0,0,1,1,0,159,0,31,0
आपके पैन कार्ड को ब्लॉक कर दिया जाएगा। इसे सक्रिय करने के लिए तुरंत क्लिक करें: https://panupdate.in/n4KJ98Lm -PanSupport।,spam,0,1,1,1,0,122,0,18,0
"आपकी मेंबरशिप एक्सटेंड कर दी गई है। प्रिय सदस्य, आपकी मेंबरशिप सफलतापूर्वक एक्सटेंड कर दी गई है। सेवाओं का लाभ लें। धन्यवाद।",ham,0,0,0,1,0,124,0,22,1
आपके IRCTC अकाउंट में समस्या है। अपडेट करें: https://irctcfix.net/xKL9J8N7 -TrainHelp。,spam,0,1,0,1,0,86,0,10,0
मुफ़्त क्रूज़ टिकट जीतें! संपर्क करें 1234567890 पर अभी।,spam,1,0,1,1,0,56,0,9,0
www.Applausestore.com से MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop।,spam,0,0,1,1,0,95,0,10,0
मूल्य में गिरावट की चेतावनी! 4.8/5 स्टार रेटेड कोडिंग कोर्स पर फ्लैट 40% छूट के साथ प्लेसमेंट सागा ऑफर लाइव है! ऑफर कुछ घंटों में समाप्त हो जाएगा। अभी नामांकन करें: weurl.co/FqCp9s,spam,0,0,1,1,0,180,0,32,0
आपके लिए शानदार नौकरी का ऑफर आया है! अधिक जानकारी के लिए क्लिक करें: www.joboffers.com,spam,0,0,1,1,0,86,0,15,0
"जन्मदिन मुबारक हो मोहित🥳🥳🥳✨✨✨✨✨🎂🎂🎂🎂
सभी को आज रात 10 बजे GPL में आमंत्रित किया जाता है..
भगवान आपको आशीर्वाद दें😅",ham,0,0,0,1,0,113,0,20,1
"आज का काम कल पर न छोड़ें, सफलता आज से ही शुरू होती है।",ham,0,0,0,1,0,54,0,14,1
लेकिन मुझे उससे थोड़ी समस्या है मुझे तो उससे लेना है,ham,0,0,0,0,0,52,0,11,1
मुझसे ये बता तू कब फ्री होगा?,ham,0,0,1,1,0,29,0,7,1
पिछले साल कुछ फ्रैंकफिनियंस ने 1.26 लाख रुपये प्रति माह के वेतन से शुरुआत की थी। इस साल आप भी इसमें शामिल हो सकते हैं। अधिक जानकारी के लिए FFN को 5616111 पर SMS करें,spam,0,0,1,1,1,165,0,35,0
"आप जीत गए हैं एक शानदार सिटी ब्रेक और हर हफ्ते £200 की शॉपिंग स्प्री जीतने का मौका। अभी ""STORE"" भेजें 88039 पर।",spam,0,0,1,1,0,111,1,23,0
"BOI - ₹20.00 आपके खाते XX9700 में 06-11-24 को UPI द्वारा क्रेडिट किया गया, संदर्भ संख्या 431145650753। उपलब्ध बैलेंस ₹11903.03।",ham,1,0,0,1,0,127,0,20,1
"विजेता बनें और 10,000 रुपये जीतें! जल्द से जल्द संपर्क करें।",spam,0,0,1,1,0,60,0,11,0
कल सुबह की मीटिंग याद रखना।,ham,0,0,0,0,0,27,0,6,1
चल भाई...बाहर जाके चिकन तंदूरी खाएंगे हम,ham,0,0,0,1,0,40,0,7,1
"बैंक खाता नवीकरण की आवश्यकता । प्रिय ग्राहक, आपके बैंक खाते का नवीकरण आवश्यक है। कृपया समय पर इसे नवीकरण करें।",ham,0,0,0,1,0,110,0,21,1
इस पर आपके विचार सुनने के लिए उत्सुक हूँ।,ham,0,0,0,0,0,41,0,9,1
आज रात कार्यक्रम में मिलते हैं!,ham,0,0,0,1,0,31,0,6,1
जलन को स्वीकार करें - यह प्रगति का संकेत है।,ham,0,0,0,0,0,44,0,10,1
ब्रू मैंने विरोधाभास की तारीखें जून के शुरुआती सप्ताह में देखीं,ham,0,0,0,0,0,63,0,11,1
आपका पासवर्ड लीक हो गया है। अभी बदलें: https://resetpassword.net/m87KLJ9N -PasswordSafe।,spam,0,1,0,1,0,88,0,10,0
